data,player,language,publishedAt,predicted_cluster,topic
"sturmer patrik schick immer leisten probleme ubrigens fallt auswartsspiel union berlin argentinische weltmeister weiterhin oberschenkel probleme ,,alle spieler dabei"" erklart coach alonso",exequiel palacios,de,2023-04-28T10:32:05Z,5,Player Performance
  argentinischer fussball weltmeister hofft ruckkehr rechtzeitig spiel koln fuhle gut fuhle besser versuchen freitag spielen sagte jahrige samstagabend zdf sportstudio fussball bundesligisten zuletzt seit mitte april wegen oberschenkelverletzung gefehlt partie koln freitag uhr angepfiffen halbfinale europaleague tritt  mai hinspiel rom wissen schweres spiel sagte denken spiel spiel wissen starke mannschaft gehen ruhig spiel ruckblick katar schwarmte mittelfeldspieler teamgeist auswahl superstar lionel messi fur wichtig volk freude geben bleibt fur ganze leben stolz teil geschichte sagte geschafft fur ganze argentinische volk ,exequiel palacios,de,2023-04-30T07:08:12Z,0,Europa League
" profi vorne umarmt lionel messi einzige aktuelle weltmeister bundesliga spielt  zdf sportstudio gab argentinier ganz private einblicke leben nationalelf welt star lionel messi paris ,,messi"" sagte strahlenden augen ,,was macht uberrascht tag spiel training fur privileg bewundere person spieler verriet erste begegnung messi ablief ,,das berufung konnte nicht glauben angeschaut oben unten sehen wirklich mensch junge bewundert idol fur spieler tag spielen besonderes ganzes leben lang behalten lionel messi gewannen dritten titel seit argentinien tut weh  star crasht bande argentinien pleite saudi arabien gestartet verlauf turniers drei einsatze ,,nach spiel kapitan gesprochen ruhig bleiben sollten qualifikation gut gespielt gesehen mannschaft stark gewinn sorgte fur leistungsexplosion gegensatz argentinischen team kollegen form tief gerieten ,,nach kommt schwierige teil zeit danach wenig entspannt gewonnen hast person immer mehr trainiere tag besser trainer selbstvertrauen gegeben brauchte fuhle guter form mochte weitergehen"" sagt mittelfeld abraumer konnte letzten vier pflichtspiele wegen oberschenkel problemen nicht spielen hoffnung freitag uhr koln dabei ,,ich fuhle besser woche mannschaft trainieren ziel freitag spiele versuchen erreichen",exequiel palacios,de,2023-04-30T11:25:59Z,3,Bundesliga News
"stark defensiven mittelfeld  profi edmond tapsoba ,,ich ganze woche daruber nachgedacht"" sagte alonso partie begrundete entscheidung verletzt amiri gesperrt demirbay andrich wissen eddy position spielen mannschaft kontrolle balance geben tapsoba brauchte zeit neuen rolle einzufinden ballverlust spiel immer griff gewann prozent zweikampfe leverkusener topwert partie freitag derby koln durfte doppel sechs erneut verandern amiri spielberechtigt besteht hoffnung ruckkehr team oberschenkel verletzung zdf sportstudio gab argentinier private einblicke lionel messi",exequiel palacios,de,2023-04-30T15:18:08Z,0,Europa League
amiri  verlangern rolfes gesprachen schliesslich neben amiri zweiter direkter konkurrent beiden platze doppelsechs gefehlt sodass demirbay letzte verbliebene spezialist fur part neben andrich allerdings entschied alonso fur besondere losung nominierte spanier innenverteidiger edmond tapsoba fur defensive mittelfeld wahrend nationalspieler burkina faso leistung ungewohnter position zufrieden durfte stellte alonso alonsos entscheidung fur demirbay nachsten ruckschlag dar rolle demirbay einnimmt bleibt abzuwarten recht nicht amiri womoglich zuruckkehrt zdf sportstudio erklarte ziel freitag spielen perspektivisch droht demirbay vertrag auslauft weiterer statusverlust  fur kommende saison defensiv denkenden sechser verpflichten mochte fur linksfuss bedeutet frage techniker stellen falls nicht langst fur beantwortet,exequiel palacios,de,2023-05-01T14:18:23Z,1,Other
ganz entspannt fruhstuck amsterdam  trainer alonso koln darf alonso ruckkehr weltmeister oberschenkel hoffen argentinier woche mannschaft trainieren durfte ruckschlag gibt neben andrich doppel sechs beginnen zuletzt berlin gelb gesperrte amiri dabei amiri held hinspiel sieg mungersdorf kurz einwechselung traf per freistoss  drehte partie anschliessend diaby komplett,exequiel palacios,de,2023-05-01T16:20:02Z,1,Other
doppelpacker matchwinner  davie selke,exequiel palacios,de,2023-05-05T20:28:33Z,0,Europa League
diesmal andrich entnervt angesprochen standigen diskussionen kolns sturmer davie selke bemuhte mittelfeld motor  gar nicht beschwichtigende worte arger vielleicht art tun spielt sagte andrich derbyniederlage leverkusener uber doppelten torschutzen vielen situationen bisschen theatralisch eben ofter kundgetan,exequiel palacios,de,2023-05-05T18:02:55Z,2,Bundesliga News
fit fur koln offensichtliche derby thema fur  coach alonso eigentlich heimspiel koln freitag uhr live kicker fur spanier art weise bedeutsam gleich doppelt geht erstes heimspiel koln  trainer alonso weiteren faktor fur leverkusener balance alonso wohl bauen mittelfeldspieler letzten vier pflichtspiele aufgrund oberschenkelblessur verpasst fit kader stehen womoglich sogar direkt startelf fit anfang spielen machte coach hoffnung nicht obligatorische sehen hinterherzuschieben nachdem alonso vier spielen gleich vier verschiedene konstellationen zentralen mittelfeld aufgeboten inklusive berufung innenverteidiger edmond tapsoba doppelsechs konnte ruckkehr argentinischen weltmeisters reaktivierung zuvor eingespielten duos andrich bedeuten automatismen entscheidenden saisonphase nicht schaden konnen mai fur zukunft mib,exequiel palacios,de,2023-05-04T12:44:53Z,1,Other
warum sehe faz net nicht irgendwann kamen adli fur bakker hlozek fur spiel neigte immer mehr rom gewunschte richtung wurde emotional viele zweikampfe fuhrten diskussionen oft lagen romer rasen verlangerten vielen spielunterbrechungen wahrend leverkusener zeit davon lief gefahrlich weiterhin fernschusse demirbay tah grosste chance jedoch vergab jedoch azmoun zwolf metern unbedrangt tor verfehlte fehlten gluck moment durchschlagende moment vielleicht wenig qualitat,exequiel palacios,de,2023-05-18T21:16:32Z,6,Game description
duelle freund amiri freien platz  doppelsechs manchmal gibt phase saison chance sagt rolfes personellen engpasse kreativakteur demirbay nochmal fokus rucken konnten abschlusstraining trug letzterer zumindest spielform drei parteien gleiche leibchen indiz konnte andrich wurde unterdessen dienstag erfolgreich operiert kollegen donnerstag ort daumen drucken heiss stadion kommen sagte simon rolfes mittwoch andrich beginn sommervorbereitung platz erwartet,exequiel palacios,de,2023-05-17T11:20:50Z,2,Bundesliga News
daumen hoch  profi andrich offen wer roma position andrich einnimmt gibt zwei moglichkeiten fur trainer alonso entweder beginnt demirbay zuletzt stuttgart amiri bekommt chance neben startelf,exequiel palacios,de,2023-05-17T10:45:01Z,1,Other
fabian bredlow gab kampferisch mental team stark genug schaffen sagte torhuter vfb stuttgart zuspitzende lage rennen klassenerhalt fussball bundesliga scheisssituation sei raumte bredlow nachdem elfer ausgleich versenkt sicher nicht richtige entscheidung weiss kommentierte coach hoeness ungluckliche aktion torwarts nachsten fall richtige treffen schob hinterher diskussionen zuletzt wackligeren schlussmann durften weitergehen grosse zittern ganz stuttgart,exequiel palacios,de,2023-05-15T05:27:13Z,2,Bundesliga News
schubser sebastien haller reicht fur elfmeter schiedsrichter frank willenborg vorgang offenbar nicht wahrgenommen zusammenprall bredlow tapsoba bewertet liess jedenfalls weiterspielen var gunter perl empfahl jedoch field review danach entschied unparteiische richtigerweise strafstoss fur gaste ausserdem verwarnte keeper bereits minute willenborg elfmeter gegeben recht fall konsultation var leverkusener strafraum spat kam wataru endo beinstellen fall brachte pfiff unausweichlich kam sofort ebenfalls korrekt referee nachspielzeit zweikampf tapsoba serhou guirassy kurz strafraum gaste nicht freistoss fur vfb zentraler position entscheiden freistosspfiff zudem rote karte fur leverkusener folge gehabt vereitelung offensichtlichen torchance vorgelegen weder leichte beruhrung schulter guirassy geringfugige kontakt oberschenkel ausschlaggebend dafur stuttgarter angreifer fall kam verlor vielmehr gleichgewicht frank willenborg wiederum gut erkannte big points gingen samtlich schiedsrichter,exequiel palacios,de,2023-05-15T04:13:50Z,3,Bundesliga News
fabian bredlow gab kampferisch mental team stark genug schaffen sagte torhuter vfb stuttgart zuspitzende lage rennen klassenerhalt fussball bundesliga  gehen schwaben tabellen verbleibenden zwei spieltage kommenden sonntag treten fsv mainz womoglich ruckstand zahler relegationsrang dahin gewachsen vfb sicht schlimmsten fall dritte abstieg seit schlusspfiff rheinhessen sogar besiegelt scheisssituation sei raumte bredlow nachdem elfer ausgleich versenkt sicher nicht richtige entscheidung weiss kommentierte coach hoeness ungluckliche aktion torwarts nachsten fall richtige treffen schob hinterher diskussionen zuletzt wackligeren schlussmann durften weitergehen grosse zittern ganz stuttgart kader vfb stuttgart,exequiel palacios,de,2023-05-15T03:25:38Z,2,Bundesliga News
"ukraines staatsprasident wolodymyr selenskyj audienz papst rom verwandelte elfmeter ausgleich rettet  barca juwel steht offenbar unmittelbar wechsel bundesliga ausgerechnet foul wataru endo elfer verschuldete serhou guirrassy lupft ball rotzfrech rein  torwart lukas hradecky ,,dass situation eier zeigt nicht gedacht nicht gerechnet ausgleich  riesen gluck",exequiel palacios,de,2023-05-14T18:35:36Z,3,Bundesliga News
leipzig liegt zwei runden schluss deutschen bundesliga rang drei leipziger fixierten sonntag abschluss runde spat erfolg werder bremen punkt vorsprung vierten union berlin xaver schlager kam minute zweiten einsatz syndesmosebandriss eingewechselt wurde anstelle landsmannes konrad laimer stade rennes ausgeliehene serhou guirassy brachte stuttgarter minute per foulelfmeter fuhrung  argentinischer weltmeister strafstoss verschuldet sorgte ebenfalls per foulelfmeter minute fur ausgleich schulter angeschlagene ofb teamtormann patrick pentz stand siebenten  nicht kader mehr sport orf fussball,exequiel palacios,de,2023-05-14T18:07:21Z,6,Game description
stuttgarts bredlow lauft fauste rein hoeness meinte bredlow edmond tapsoba verursachten elfmeter endstand nutzte spiel dachte ball beruhrt sagte bredlow abpfiff betonte bewusste bewegung richtung portugiesen gemacht lauft fauste rein erklarte jahrige wohlwissend elfmeter absolut berechtigt szene leverkusener klar getroffen wahrend ball weit fakt remis rutschten schwaben tabelle platz zwei spieltage schluss punkt ruckstand schalke zwei bochum drei hoffenheim letzten spieltag hause vielleicht entscheidenden abstiegsduell empfangt,exequiel palacios,de,2023-05-14T17:44:28Z,3,Bundesliga News
sebastian hoeness brachte wahrsten sinne wortes punkt vfb stuttgart heimspiel  holte trainer namlich wenig gegner guirassy treffen punkt franzosischen club stade rennes ausgeliehene toptorjager serhou guirassy stuttgarter minute per foulelfmeter fuhrung gebracht  argentinischer weltmeister strafstoss verschuldet sorgte ebenfalls per foulelfmeter fur ausgleich schwaben zunachst darauf bloss nicht leverkusener konter laufen schliesslich trainer hoeness partie explizit geschwindigkeit  offensivkrafte hingewiesen verlagerten gastgeber spiel vorn insgesamt gab tempoarmen halbzeit kaum hohepunkte  mehr ballbesitz offensiv zundenden ideen vagnoman verpasst chance erneuten vfb fuhrung zweiten halfte verhalf vfb unfreiwillig fuhrung argentinier foulte strafraumgrenze vfb kapitan wataru endo guirassy trat elfmeter chippte ball lassig halbhoch tormitte sturmer eier situation schiessen sagte geschlagene hradecky,exequiel palacios,de,2023-05-14T16:58:00Z,3,Bundesliga News
zwei elfmeter sieger vfb stuttgart  ausgeglichenen partie getrennt schwaben verpassten heimspiel sonntag zuschauern wichtigen sieg abstiegskampf liegen verbleibenden beiden spieltagen fussball bundesliga tabellenplatz  kassierte drei tage niederlage halbfinal hinspiel europaleague rom weiteren ruckschlag uber liga maximal conference league erreichen franzosischen klub stade rennes ausgeliehene toptorjager serhou guirassy brachte stuttgarter minute per foulelfmeter fuhrung  argentinischer weltmeister strafstoss verschuldet sorgte ebenfalls per foulelfmeter fur ausgleich stuttgarter denen zweikampfstarke mittelfeldspieler atakan karazor abgesessener gelbsperre startelf zuruckkehrte zunachst darauf bloss nicht leverkusener konter laufen schliesslich trainer sebastian hoeness partie explizit geschwindigkeit  offensivkrafte hingewiesen verlagerten gastgeber spiel vorne insgesamt gab tempoarmen halbzeit kaum hohepunkte verhalf  schwaben unfreiwillig fuhrung argentinier foulte strafraumgrenze vfb kapitan endo schiedsrichter frank willenborg entschied elfmeter guirassy trat chippte ball lassig halbhoch tormitte sturmer traf bereits zehnten bundesliga saison dritten spiel nacheinander,exequiel palacios,de,2023-05-14T15:54:04Z,3,Bundesliga News
werfen beta version kunftigen seiten meinung konnen helfen com verbessern guirassy scheint nerven drahtseile treffer nicht sieg leverkusener reichte ursache foulelfmeter leverkusener minuten spater erhielten endstand verwandelte wahrscheinlichkeit xaguirassy frankreich geboren wurde fur guineas nationalmannschaft auflauft uber saison hinaus bundesliga spielen scheint gross schliesslich jahrige saisonende stade rennes ausgeliehen allerdings besitzen schwaben kaufoption hohe rund neun millionen euro pflichtpartien fur vfb erzielte guirassy elf tore gab torvorlage sorgt treffer elfmeterpunkt fur leverkusener ausgleich,exequiel palacios,de,2023-05-14T15:48:00Z,3,Bundesliga News
vfb stuttgart kampf klassenerhalt deutschen bundesliga entscheidender befreiungsschlag gelungen schwaben kamen sonntag fuhrung uber  nicht hinaus liegen zwei punkte nichtabstiegsplatz vorletzten rang relegationsplatz schalke befindet fehlt zwei runden schluss zahler stade rennes ausgeliehene serhou guirassy brachte stuttgarter minute per foulelfmeter fuhrung  argentinischer weltmeister strafstoss verschuldet sorgte ebenfalls per foulelfmeter minute fur ausgleich schulter angeschlagene ofb teamtormann patrick pentz stand siebenten  nicht kader mehr sport orf fussball,exequiel palacios,de,2023-05-14T15:44:22Z,6,Game description
warum sehe faz net nicht franzosischen klub stade rennes ausgeliehene toptorjager serhou guirassy brachte stuttgarter minute per foulelfmeter fuhrung  argentinischer weltmeister strafstoss verschuldet erzielte ebenfalls per foulelfmeter ausgleich stuttgarter denen zweikampfstarke mittelfeldspieler atakan karazor abgesessener gelbsperre startelf zuruckkehrte zunachst darauf bloss nicht leverkusener konter laufen schliesslich trainer sebastian hoeness partie explizit geschwindigkeit  offensivkrafte hingewiesen verlagerten gastgeber spiel vorne insgesamt gab tempoarmen halbzeit kaum hohepunkte verhalf  schwaben unfreiwillig fuhrung argentinier foulte strafraumgrenze vfb kapitan endo schiedsrichter frank willenborg entschied elfmeter guirassy trat chippte ball lassig halbhoch tormitte sturmer traf bereits zehnten bundesliga saison dritten spiel nacheinander konnen rechte artikel erwerben,exequiel palacios,de,2023-05-14T15:32:45Z,3,Bundesliga News
serhou guirassy vfb stuttgart verwandelt elfmeter lukas hradecky franzosischen club stade rennes ausgeliehene toptorjager serhou guirassy brachte stuttgarter minute per foulelfmeter fuhrung  argentinischer weltmeister strafstoss verschuldet sorgte ebenfalls per foulelfmeter fur ausgleich stuttgarter denen zweikampfstarke mittelfeldspieler atakan karazor abgesessener gelbsperre startelf zuruckkehrte zunachst darauf bloss nicht leverkusener konter laufen schliesslich trainer sebastian hoeness partie explizit geschwindigkeit  offensivkrafte hingewiesen verlagerten gastgeber spiel vorne insgesamt gab tempoarmen halbzeit kaum hohepunkte  mehr ballbesitz offensiv zundenden xaideen verhalf  schwaben unfreiwillig fuhrung argentinier foulte strafraumgrenze vfb kapitan endo schiedsrichter frank willenborg entschied elfmeter guirassy trat chippte ball lassig halbhoch tormitte sturmer traf bereits zehnten bundesliga saison dritten spiel xanacheinander,exequiel palacios,de,2023-05-14T15:31:56Z,3,Bundesliga News
 vergibt leichtfertig gute ausgangsposition gute ausgangsposition vergeben   hincapie lukas hradecky zudem defensiven mittelfeld leader andrich fussverletzung auszufallen droht verletzungspause nicht alte sicherheit ausstrahlte ungewohnt fehlerhaft agierte erschwert aufgabe nochmal naturlich stellt unuberwindliches hindernis finale budapest dar alonso nicht zufrieden nicht glucklich sieht knappen niederlage trotz enttauschung zumindest positiven aspekt grosse rechenspiele nicht mehr gefragt manchmal besser glaubt spanier klar weiss tun nicht spekulieren,exequiel palacios,de,2023-05-12T09:44:10Z,3,Bundesliga News
 leader uber verletzung beste fall durfte saison fur spiel rom weitergeht davon aktuell nicht auszugehen ausfall ware definitiv herber verlust fur alonso elf andrich defensiven mittelfeld entscheidender faktor verletzungspause nicht normalform erreicht andrichs schlusswort fuss tut weh niederlage mindestens genauso schmerzlich,exequiel palacios,de,2023-05-12T09:07:19Z,0,Europa League
torwart lukas hradecky bewahrte  hoheren niederlage starke kombination wirtz fast gefuhrt argentinier giftig zeigte ruckkehr startelf form verletzung kommen note hincapie junge ecuadorianer begann anstelle mitchell bakker ruckte bakkers hereinnahme links dreierkette gerade zeigte stimmung rom unbeeindruckt note,exequiel palacios,de,2023-05-11T23:42:49Z,5,Player Performance
 leader medi car katakomben abtransportiert fallen beide akteure alonso alonsos optionen stark eingeschrankt zuletzt namlich union berlin beiden sechser fehlte stellte spanier innenverteidiger edmond tapsoba fur ungewohnte position abwehrspieler durchaus uberzeugte kossounou konnte alonso allerdings variante nicht mehr zuruckgreifen amiri zuletzt alonso kaum berucksichtigte demirbay infrage kamen union spiel trotz fehlens nicht starten durfen,exequiel palacios,de,2023-05-11T22:53:37Z,1,Other
warum sehe faz net nicht,exequiel palacios,de,2023-05-11T21:04:42Z,3,Bundesliga News
roms edoardo bove feiert treffer ,exequiel palacios,de,2023-05-11T21:00:00Z,0,Europa League
 geht ruckstand europa league ruckspiel rom halbfinal hinspiel italien patzt defensive bundesligisten folgenschwer elf jose mourinho dagegen lasst kaum chancen  hause deutlich steigern rom patricio cristante mancini ibanez celik bove wijnaldum matic spinazzola pellegrini belotti dybala abraham trainer mourinholeverkusen hradecky tapsoba tah kossounou bakker hincapie andrich amiri frimpong wirtz hlozek azmoun diaby adli trainer alonsoschiedsrichter michael oliver england tore edoardo bove zuschauer gelbe karten mancini abraham ibanez spinazzola andrich tah diaby ewigen stadt besorgte roms edoardo bove entscheidenden treffer abends wahrend gaste tor glucklos blieben  bayarena trotz hinspiel pleite finalticket losen wurde mai sieger duells juventus turin sevilla warten fuhrte rekordsieger sevilla weit nachspielzeit ehe juve minute ausgleich kam mourinho verfolgte geschehen meist handen taschen immer lief zuruck bank besprach assistenten nichts kamen plotzlich wutanfalle anfeuerungsschreie heraus immer versuchte mourinho team pushen gegner unparteiischen konzept bringen mou gelernt mannschaft uberzeugt fur gemeinsames ziel kampfen alonso gesagt team weltmeister startelf zuruckkehrte legte knapp fans aufgeheizten stadio olimpico gleich gut los sekunden gespielt prufte aufgeruckte andrich erstmals rom keeper rui patricio kurz darauf kombinierte wirtz per doppelpass defensivverbund flachschuss strich knapp tor vorbei,exequiel palacios,de,2023-05-11T20:54:33Z,4,International Football News
" geschaftsfuhrer betont angekundigten umbruch trotz sportlichen aufschwungs fuhren mittelfeldspieler demirbay vertrag  verlassen personalie offen endet arbeitspapier argentinischen sechsers sommer interne order fur spieler deren vertrage zwei jahre laufen lautet verlangern verkaufen verstarkung defensiven mittelfeld fall kommen xhaka wurde gewunschte profil haargenau erfullen ,,unsere ambitionen nachstes jahr nicht geringer sommer gute sachen gute mannschaft versuchen reizpunkte mannschaft setzen konkurrenzkampf anzuheizen",exequiel palacios,de,2023-05-10T12:18:13Z,3,Bundesliga News
"ausgerechnet topspiel bvb patzt munchen zwei skurrile elfmeter situationen sorgen fur entscheidung  hradecky kossounou andrich tapsoba fosu mensah palacios demirbay hincapie diaby tah wirtz hlozek adli bakker munchen sommer pavard stanisic upamecano ligt joao cancelo gnabry kimmich davies sane goretzka tel muller musiala mane coman schiedsrichter stieler zuschauer ausverkauft tore kimmich palacios foulelfmeter palacios foulelfmeter  europaleague einziger bundesligist neben munchnern viertelfinale europacup wettbewerbs steht baute verdienten sieg serie sieben pflichtspiele niederlage dicht dran europacup platzen ,,wir aggressiv viele zweikampfe gewonnen"" lobte defensivspieler andrich",jeremie frimpong,de,2023-03-19T18:38:59Z,4,International Football News
"warum sehe faz net nicht diaby verfehlte munchner tor meter schuss knapp yann sommer torhuter bayern hielt schuss kurze ecke wirtz zentralen spieler neuen nationalteam hansi flick spielte eleganten passe beiden zentralen aufgaben denen alonso derzeit mannschaft arbeitet wurden gut gelost munchner standen machtig druck muhe eigenen ballbesitzphasen kommen ,,wir guten spirit"" alonso serie zuletzt vier pflichtspielsiegen stuck erreichen viertelfinales europaleague partie gesagt dennoch gingen bayern strukturiert geduldig ausgespielten angriff fuhrung",jeremie frimpong,de,2023-03-19T18:39:29Z,0,Europa League
"bayern geht zwei kuriosen elfmeter entscheidungen tabellenzweiter bundesliga hit borussia dortmund april munchner verloren halbzeit fuhrung verdient  punkt ruckstand bvb tag zuvor koln gewonnen  drucker bevor munchner erste chance gab weitere chancen diaby palacios uberraschender jeweils ecken torschusse minuten uber prozent ballbesitz gastgeber nichts schlug serienmeister eiskalt leon goretzka legte fur kimmich schuss odilon kossounou unhaltbar latte abfalschte bereits kimmichs vierter saisontreffer mehr lediglich saison sechs standige gesang fans ,,ein schuss tor bayern"" somit absolut passend standen bayern kompakter bekamen mehr spielkontrolle nahmen leverkusenern wind segeln allerdings pause weitere gelegenheit erarbeiten",jeremie frimpong,de,2023-03-19T19:02:39Z,6,Game description
ronald koeman trainingszentrum zeist freiwillig verzichtet koeman  derzeit erfolgreichen flugelspieler jahrige sieben toren sechs vorlagen besten saison scorer bundesliga koeman jedoch sagt uber rechtsverteidiger lage gut verteidigen xazweifel bundestrainer spricht uber schlusse katar gezogen beklagt politischen erwartungen denen mannschaft konfrontiert sah raumt eigene fehler,jeremie frimpong,de,2023-03-23T17:50:08Z,2,Bundesliga News
 rechtsverteidiger trainerwechsel elftal nicht mehr gefragt herausragenden leistungen herbst gelang sprung kader niederlande obwohl offensivverteidiger jahr uberzeugt chancen debut elftal deutlich verschlechtert grunde warum bondscoach ronald koeman verzichtet  gesetzt elftal nicht berucksichtigt imago mis spricht deutschland uber frimong erntet meist mischung anerkennung bewunderung fur leistungen jahrigen wunder gilt leverkusener offensivverteidiger nicht gar beste faches bundesliga brutal antrittsstark extrem schnell mutiger dribbler immer tiefe stosst viele mannschaften gewaltige probleme stellt tat bisherigen profi station mehr offensive gefragt aussenverteidiger spielte besonders galt celtic glasgow schottlands unausgeglichener liga fielen frimpongs defensivschwachen spitzenteam kaum anfangszeit  inzwischen rechtsfuss meist rechter schienenspieler auflauft bereich deutlich gesteigert sicht bondscoachs offenbar nicht genug umstellung louis van gaal koemans bedeutet somit fur trotz extrem guten entwicklung saison fur  wettbewerbsubergreifend sieben treffer zehn assists beisteuerte deutlichen ruckschlag nationalmannschaftsambitionen betrifft katar niederlandischen aufgebt stand immer debut fur efltal wartet landerspielperiode fur nominiert worden wegen zehenverletzung abgesagt nationalteam stellen perspektiven trotz ganz starken saison  ausserst ungunstig dar fur position rechts viererkette inter mailands denzel dumfries niederlande frankreich freitagabend gesperrt fehlte erste wahl koeman vize weltmeister jurrien timber rechtsverteidiger aufstellte ajax amsterdam abwehrzentrum gesetzt sagt uber frimpongs aussichten abwehrspieler koeman schlechte karten fur amsterdam geborenen qualitaten kunftig auswahlmannschaften mehr gefragt konnten besitzt sohn ghanaerin einerseits afrikanische wurzeln verbrachte andererseits meiste zeit kindheit england vielleicht findet nationaltrainer kunftig mehr verwendung fur qualitaten,jeremie frimpong,de,2023-03-26T19:54:13Z,6,Game description
"formstark nicht fur hollandische nationalelf nominiert  ragt sieben liga toren funf vorlagen fur  schwierigen saison heraus nationaltrainer louis van gaal nahm tempo rechtsverteidiger holland aufgebot fur nationalspieler kam wahrend turniers katar nicht einsatz kampft oranje debut neue bondscoach ronald koeman verzichtete fur beiden qualikationsspiele frankreich rotterdam montag uhr live dazn formstarken leverkusener ,,ich mache defensivspiel arbeiten fussball gibt immer verbessern gibt viele dinge verbessern nicht abwehr verhalten arbeite tag daran besserer spieler ,,nein erzielte saison bereits sieben tore ,,an haltung nichts geandert traum fur holland spielen ,,es gibt uberlegungen fur land spielen geht holland gesagt arbeite defensivspiel hoffe tages klappt fur oranje spielen chelsea leihgabe callum hudson odoi weist bislang enttauschende bilanz ",jeremie frimpong,de,2023-03-27T13:10:29Z,3,Bundesliga News
 verteidiger liste langfristig binden mochte fur  sildillia vielerlei hinsicht interessant offensivverteidiger fur sommer heisser wechselkandidat gilt  innenverteidigung zahlenmassig ohnehin eher dunn besetzt zukunft verschiedener akteure unklar sildillia beforderung nicht meisten talenten vertragsverlangerung einherging besitzt breisgauern kicker informationen sommer befristetes arbeitspapier fur freiburger bestunde sommer letzte moglichkeit stattliche ablose kassieren falls sportdirektor klemens hartenbach sportvorstand jochen saier nicht gelingt sildillia balde langerfristig binden,jeremie frimpong,de,2023-03-28T14:36:43Z,3,Bundesliga News
 schalke seit sieben spielen ungeschlagen egal erneut henning matriciani linken verteidigt thomas ouwejan schalkes abwehr starke leverkusener schiene einstellen gibt moment nicht besseres bundesliga sagt reis bayers aussenbahn tempomacher diaby denkt sei nicht wichtig  unterschiedsspieler einzeln paroli bieten zusammenspiel brauchen gute doppelpassverteidigung betont reis schalkes trainer spielvorbereitung weitere leverkusener prunkstucke visier nehmen beispiel starke zentrale  eroffnet spiel haufiger uber sechser weiss reis mussen versuchen spielspass nehmen,jeremie frimpong,de,2023-03-31T07:59:57Z,3,Bundesliga News
"leverkusener jubel sieg bayern adli wirtz spielt starke saison fur  wurde millionen millionen euro hochgestuft gewinner ranking steht platz kroger begeistert bundesliga fans wahnsinnigen schnelligkeit torgefahrlichkeit gilt interessantesten rechtsverteidiger bzw schienenspieler internationalen markt einzig defensivverhalten junge niederlander steigern ,,aktien"" patrik schick chelsea leihgabe callum hudson odoi fielen beiden millionen euro schick platz marktwert verlierer marz ,,cho"" folgt rang schick millionen sagt experte kroger ,,bei abwertung leider unumganglich tscheche galt saison favorit titel torschutzenkonigs aufgrund verletzungen bisher serie vergessen allerdings ware ruckkehr ,,richtung normalform aufwertung alte gefilde durchaus denkbar  kampft chance hollandischen nationalelf",jeremie frimpong,de,2023-03-31T08:10:56Z,2,Bundesliga News
arthur gilt heimat brasilien grosse zukunftshoffnung  rechtsverteidiger position neuen saison nachlegen klar vertrag langst international begehrtesten spieler manchester united niederlander dran frimpongs landsmann vertreter timothy fosu mensah vertrag  hochstwahrscheinlich verlassen,jeremie frimpong,de,2023-03-31T20:07:25Z,4,International Football News
fur timo werner mainz nichts holen rechte leverkusener aussenbahn diaby hinspiel alonsos debut drei tore erzielt konnte tempo zunachst nicht ausspielen schalkes derbyheld henning matriciani hielt gutem stellungsspiel zweikampfharte unterstutzung kollegen dagegen dennoch ubernahm  zunehmend initiative schalke fehlpasse unsauberen zweikampfe hauften konigsblau verschaffte immer entlastung vfl wolfsburg augsburg,jeremie frimpong,de,2023-04-01T15:25:42Z,3,Bundesliga News
fsv mainz triumphierte deutlich leipzig  ging tor fuhrung  brauchte zwei schnelle passe schalker abwehr auszuhebeln nationalspieler wirtz erzielte leverkusener sicht beruhigende zweite tor sardar azmoun legte kurz schluss sheraldo becker traf fur union brachte vfb grossere abstiegsnote jahre alte niederlander woche krank startelf geschafft kevin behrens genki haraguchi entschieden partie innerhalb weniger minuten,jeremie frimpong,de,2023-04-01T15:35:11Z,5,Player Performance
warum sehe faz net nicht schalker mutmacherserie samstag zwei siegen sechs unentschieden bundesliga ruckrunde gegangen   verhinderte fortsetzungsgeschichte gewann gelsenkirchen dank hoheren individuellen klasse treffern minute wirtz azmoun verdientermassen erfolg ergebnis furs erste bedeutung verlor schalker fan sudtribune trotz reanimierungsversuche verstorben siehe kasten artikels beileidsbekundungen beiden trainer machten schlaglichtartig deutlich unbedeutend fussballspiel angesichts plotzlichen todesfalls werkself wurde zweiten durchgang konkret nachdem zuerst adli wiederholten male fahrmann gescheitert sekunden spater leverkusener topsprinter tapsobas steilpass diabys hereingabe stelle kurzer tordistanz erzielte bahn frei fur weitere treffer spiel rund stunde gut entschieden wirtz doppelpass adli abwehrversuche schalker torverteidiger elegant durchsetzte ball fahrmann pieke vorbeischob schliesslich rundete eingewechselte azmoun eindeutigen sieg kopfballtor nachspielzeit zweifel uber langst verdienten erfolg gab vorher mehr,jeremie frimpong,de,2023-04-01T15:40:26Z,6,Game description
spieltag fussball bundesliga samstagnachmittag enttauschten beiden tabellenletzten vfb stuttgart schalke union berlin bleibt dagegen oben dran duelle samstagnachmittag uberblick,jeremie frimpong,de,2023-04-01T15:44:00Z,2,Bundesliga News
